t,cmd_v,cmd_w,slew_v,slew_w,cmd_left_rpm,cmd_right_rpm,fb_left_rpm,fb_right_rpm,left_counts,right_counts,x,y,theta_deg,odom_v,odom_w,odom_v_raw,odom_w_raw,axis1_state,axis2_state
22.398041132000117,0.0,0.0,-0.010165901599975716,0.0,-1.1766934477250492,-1.1766934477250492,-10.3,-10.3,716540,873343,2.4701607204415437,2.7871869902166,132.20806742823387,-0.1311144398368264,-0.0029774314879875575,-0.10507410901011466,0.0,operation_enabled,operation_enabled
22.41818398500004,0.0,0.0,0.0,0.0,0.0,0.0,-9.3,-9.3,716397,873201,2.470766505211549,2.7865191015834117,132.20891056504348,-0.09764903201311258,-0.0015403724631696555,-0.04476491398127142,0.0007305575517139529,operation_enabled,operation_enabled
22.43837181700019,0.0,0.0,0.0,0.0,0.0,0.0,-7.35,-7.35,716158,872957,2.4717931176661443,2.7853871758958335,132.2046948809955,-0.08912923548839047,-0.002357015090810138,-0.07569572037852819,-0.0036446492550689918,operation_enabled,operation_enabled
22.458462989000054,0.0,0.0,0.0,0.0,0.0,0.0,-5.55,-5.55,715972,872770,2.4725858874513245,2.7845130036680295,132.2038517441859,-0.07736932029489672,-0.0017283878951206274,-0.058737767756313924,-0.0007324367822970419,operation_enabled,operation_enabled
22.478557806000026,0.0,0.0,0.0,0.0,0.0,0.0,-4.2,-4.2,715832,872628,2.4731852323251298,2.783852088110678,132.20216547056674,-0.06461033179015142,-0.0016263074045056686,-0.04439958700570557,-0.001464607851087101,operation_enabled,operation_enabled
22.49870174900002,0.0,0.0,0.0,0.0,0.0,0.0,-3.2,-3.2,715726,872521,2.4736379179660193,2.783352875941982,132.20132233375713,-0.05253508923818964,-0.0012791259898736135,-0.03345407276411686,-0.0007305180208345251,operation_enabled,operation_enabled
22.51883187600015,0.0,0.0,0.0,0.0,0.0,0.0,-2.45,-2.45,715644,872438,2.4739885842506255,2.7829661571299,132.20047919694753,-0.04222920617397355,-0.0010667853747457655,-0.025932913233680736,-0.0007310194005265933,operation_enabled,operation_enabled
22.538979153000128,0.0,0.0,0.0,0.0,0.0,0.0,-1.85,-1.85,715584,872377,2.474245735352746,2.782682559550232,132.19963606013795,-0.0332258385484434,-0.0009363980485865756,-0.01900128143257893,-0.0007303971336759134,operation_enabled,operation_enabled
22.559080085999994,0.0,0.0,0.0,0.0,0.0,0.0,-1.6,-1.6,715558,872352,2.4743541213544664,2.782563026686074,132.20047919694753,-0.023472401074583885,-0.00029059125455836656,-0.00802726938728611,0.0007320811114716028,operation_enabled,operation_enabled
22.579195788000106,0.0,0.0,0.0,0.0,0.0,0.0,-1.25,-1.25,715516,872310,2.4745326409235213,2.78236615034096,132.20047919694753,-0.019499065116416456,-0.00017806344940009115,-0.01321167769833281,0.0,operation_enabled,operation_enabled
